TS,BOND,ANGLE,DIHED,IMPRP,ELECT,VDW,BOUNDARY,MISC,KINETIC,TOTAL,TEMP,POTENTIAL,TOTAL3,TEMPAVG
156,1288.8114,5008.2089,20344.8213,109.2748,-237.2684,-9441.4582,0.0,0.0,0.0,17072.3897,0.0,17072.3897,17072.3897,0.0
157,1286.2931,4970.4233,20294.2483,111.5961,-235.9055,-9517.7226,0.0,0.0,0.0,16908.9327,0.0,16908.9327,16908.9327,0.0
158,1637.2308,5047.6837,20254.5379,117.6439,-234.5158,-9574.1144,0.0,0.0,0.0,17248.4662,0.0,17248.4662,17248.4662,0.0
159,1261.3961,4968.8447,20302.2647,110.9234,-236.1442,-9505.8898,0.0,0.0,0.0,16901.3948,0.0,16901.3948,16901.3948,0.0
160,1278.5916,4890.4465,20267.1797,108.9401,-234.9703,-9552.6692,0.0,0.0,0.0,16757.5184,0.0,16757.5184,16757.5184,0.0
161,1470.9282,4874.5681,20236.8578,108.7391,-233.7824,-9590.7222,0.0,0.0,0.0,16866.5886,0.0,16866.5886,16866.5886,0.0
162,1289.9379,4886.0356,20263.9306,108.8407,-234.8521,-9556.8684,0.0,0.0,0.0,16757.0243,0.0,16757.0243,16757.0243,0.0
163,1286.296,4887.3131,20264.9153,108.8691,-234.8881,-9555.5984,0.0,0.0,0.0,16756.9069,0.0,16756.9069,16756.9069,0.0
164,1284.9992,4835.8689,20223.3741,106.6086,-234.347,-9614.7116,0.0,0.0,0.0,16601.7921,0.0,16601.7921,16601.7921,0.0
165,1481.1094,4868.8359,20188.7749,107.5545,-233.7879,-9661.4895,0.0,0.0,0.0,16750.9972,0.0,16750.9972,16750.9972,0.0
166,1295.6186,4835.3892,20219.6005,106.5587,-234.2919,-9619.943,0.0,0.0,0.0,16602.9321,0.0,16602.9321,16602.9321,0.0
167,1286.2221,4835.7625,20222.8972,106.6006,-234.3401,-9615.3742,0.0,0.0,0.0,16601.7681,0.0,16601.7681,16601.7681,0.0
168,1312.937,4798.3402,20169.9388,104.7342,-233.0641,-9679.0344,0.0,0.0,0.0,16473.8516,0.0,16473.8516,16473.8516,0.0
169,1645.4764,4871.0,20126.739,106.9493,-231.758,-9725.5217,0.0,0.0,0.0,16792.8851,0.0,16792.8851,16792.8851,0.0
170,1281.5459,4797.1482,20180.4293,104.7937,-233.339,-9666.8797,0.0,0.0,0.0,16463.6984,0.0,16463.6984,16463.6984,0.0
171,1284.6404,4788.5889,20131.743,102.5418,-233.0308,-9726.2607,0.0,0.0,0.0,16348.2225,0.0,16348.2225,16348.2225,0.0
172,1552.2444,4865.0234,20090.901,102.9777,-232.6994,-9771.775,0.0,0.0,0.0,16606.6722,0.0,16606.6722,16606.6722,0.0
173,1263.2526,4783.7233,20140.5086,102.7675,-233.0919,-9715.914,0.0,0.0,0.0,16341.2462,0.0,16341.2462,16341.2462,0.0
174,1300.9023,4763.5229,20140.3651,101.968,-232.7112,-9724.2729,0.0,0.0,0.0,16349.7743,0.0,16349.7743,16349.7743,0.0
175,1241.1349,4765.0724,20140.394,102.2637,-232.9097,-9720.0619,0.0,0.0,0.0,16295.8932,0.0,16295.8932,16295.8932,0.0
176,1243.1613,4764.0385,20140.3867,102.2221,-232.8898,-9720.4976,0.0,0.0,0.0,16296.4211,0.0,16296.4211,16296.4211,0.0
177,1241.2981,4764.9602,20140.3932,102.2594,-232.9077,-9720.1057,0.0,0.0,0.0,16295.8975,0.0,16295.8975,16295.8975,0.0
178,1241.1512,4765.0607,20140.3939,102.2632,-232.9095,-9720.0664,0.0,0.0,0.0,16295.8932,0.0,16295.8932,16295.8932,0.0
